name,lat,lon,country,state
Julich,50.9222,6.3583,DE,North Rhine-Westphalia
Mahallat Damanah,31.0754,31.4959,EG,Ad Daqahlīyah
Pueblo West,38.3465,-104.7246,US,Colorado
Leamington,42.0667,-82.5833,CA,Ontario
Ayorou,14.7350,0.9200,NE,Tillabéri
Teykovo,56.8547,40.5411,RU,Ivanovskaya Oblast’
Charthawal,29.5500,77.5833,IN,Uttar Pradesh
Esperanca,-7.0333,-35.8500,BR,Paraíba
Chernushka,56.5167,56.1000,RU,Permskiy Kray
Sayram,42.3000,69.7667,KZ,
Pullman,46.7336,-117.1680,US,Washington
Massango,-11.3167,14.9333,AO,Cuanza-Sul
La Uruca,9.9575,-84.1327,CR,San José
Ornskoldsvik,63.2908,18.7156,SE,Västernorrland
Bembe,-7.1000,14.4500,AO,Uíge
Dara,15.3500,-15.6000,SN,Louga
Dellys,36.9133,3.9141,DZ,Boumerdes
Bernburg,51.8000,11.7333,DE,Saxony-Anhalt
Badoc,17.9267,120.4754,PH,Ilocos Norte
Baragua,21.6819,-78.6244,CU,Ciego de Ávila
Dehloran,32.6942,47.2678,IR,Īlām
Buloqboshi,40.6222,72.5028,UZ,Andijon
Gandu,-13.7439,-39.4869,BR,Bahia
Ketti,11.4000,76.7000,IN,Tamil Nādu
Aalsmeer,52.2667,4.7500,NL,Noord-Holland
So,31.6536,131.0194,JP,Kagoshima
Oiso,35.3069,139.3113,JP,Kanagawa
Tafas,32.7356,36.0669,SY,Dar‘ā
Wernigerode,51.8350,10.7853,DE,Saxony-Anhalt
Ciudad del Plata,-34.7667,-56.3806,UY,San José
Trekhgornyy,54.8000,58.4500,RU,Chelyabinskaya Oblast’
La Mesa,4.6303,-74.4625,CO,Cundinamarca
Tawsalun,21.4060,94.1360,MM,Magway
St. Charles,41.9193,-88.3109,US,Illinois
Erraguntla,14.6333,78.5333,IN,Andhra Pradesh
Araban,37.4247,37.6928,TR,Gaziantep
Curralinho,-1.8139,-49.7950,BR,Pará
Kifri,34.6833,44.9667,IQ,Diyālá
Unchagao,16.6988,74.2749,IN,Mahārāshtra
Oisterwijk,51.5833,5.2000,NL,Noord-Brabant
Arbaoua,34.9000,-5.9167,MA,Rabat-Salé-Kénitra
Manises,39.4833,-0.4500,ES,Valencia
Safita,34.8167,36.1167,SY,Ţarţūs
San Felipe,21.4833,-101.2167,MX,Guanajuato
Puerto Escondido,8.9500,-76.2500,CO,Córdoba
Kuji,40.1905,141.7757,JP,Iwate
Spring Valley,32.7317,-116.9766,US,California
Satana,20.5797,74.2160,IN,Mahārāshtra
Achim,53.0653,9.0342,DE,Lower Saxony
Qutur,30.9735,30.9563,EG,Al Gharbīyah
Campos Novos,-27.4019,-51.2250,BR,Santa Catarina
Matalom,10.2833,124.8000,PH,Leyte
Baraawe,1.1133,44.0303,SO,Shabeellaha Hoose
American Fork,40.3783,-111.7953,US,Utah
Sao Joao da Barra,-21.6400,-41.0508,BR,Rio de Janeiro
Presidente Figueiredo,-2.0172,-60.0250,BR,Amazonas
Buco Zau,-4.7950,12.5467,AO,Cabinda
Monteiro,-7.8889,-37.1200,BR,Paraíba
Sao Miguel Arcanjo,-23.8778,-47.9969,BR,São Paulo
Ylojarvi,61.5500,23.5833,FI,Pirkanmaa
Payshamba Shahri,40.0078,66.2372,UZ,Samarqand
Epinal,48.1744,6.4512,FR,Grand Est
Yufu,33.1833,131.4333,JP,Ōita
Turaiyur,11.1686,78.6211,IN,Tamil Nādu
Bocas de Satinga,2.3469,-78.3256,CO,Nariño
Manwat,19.3000,76.5000,IN,Mahārāshtra
Kaizu,35.2206,136.6365,JP,Gifu
Ansongo,15.6650,0.5028,ML,Gao
Ingenio,27.9214,-15.4324,ES,Canary Islands
Chancay,-11.5653,-77.2714,PE,Lima
Elk Grove Village,42.0064,-87.9921,US,Illinois
Taranagar,28.6689,75.0406,IN,Rājasthān
Mandaguari,-23.5478,-51.6708,BR,Paraná
Rushden,52.2880,-0.6010,GB,Northamptonshire
Motosu,35.4830,136.6786,JP,Gifu
Pombal,-6.7700,-37.8019,BR,Paraíba
Altenburg,50.9850,12.4333,DE,Thuringia
Bilzen,50.8667,5.5167,BE,Flanders
Silvia,2.6167,-76.3833,CO,Cauca
Baiyan,26.3584,106.2347,CN,Guizhou
Nurlat,54.4333,50.8000,RU,Tatarstan
Clarence,43.0196,-78.6375,US,New York
East Lake,28.1206,-82.6868,US,Florida
Istra,55.9167,36.8667,RU,Moskovskaya Oblast’
Diplahan,7.6911,122.9853,PH,Zamboanga Sibugay
Redan,33.7394,-84.1644,US,Georgia
Deurne,51.4667,5.8000,NL,Noord-Brabant
Camaiore,43.9333,10.3000,IT,Tuscany
Espigao D'Oeste,-11.5247,-61.0128,BR,Rondônia
Mayantoc,15.6203,120.3775,PH,Tarlac
Concon,-32.9167,-71.5167,CL,Valparaíso
Favara,37.3186,13.6631,IT,Sicilia
Oguzeli,36.9650,37.5092,TR,Gaziantep
Dobryanka,58.4667,56.4167,RU,Permskiy Kray
Shiroishi,38.0025,140.6197,JP,Miyagi
Goleta,34.4361,-119.8594,US,California
El Dificil,9.8500,-74.2386,CO,Magdalena
Akividu,16.5823,81.3811,IN,Andhra Pradesh
Yorii,36.1183,139.1930,JP,Saitama
Plaisir,48.8183,1.9472,FR,Île-de-France
Ptolemaida,40.5167,21.6833,GR,Dytikí Makedonía
Santa Cruz del Norte,23.1556,-81.9267,CU,Mayabeque
Redcliff,-19.0333,29.7833,ZW,Midlands
Sadabad,27.4500,78.0500,IN,Uttar Pradesh
Mateur,37.0400,9.6650,TN,Bizerte
Cururupu,-1.8278,-44.8678,BR,Maranhão
East Kelowna,49.8625,-119.5833,CA,British Columbia
Avanos,38.7150,34.8467,TR,Nevşehir
Paratinga,-12.6908,-43.1839,BR,Bahia
Naumburg,51.1500,11.8167,DE,Saxony-Anhalt
Balindong,7.9167,124.2000,PH,Lanao del Sur
Sao Jose do Belmonte,-7.8608,-38.7600,BR,Pernambuco
Ostrogozhsk,50.8667,39.0667,RU,Voronezhskaya Oblast’
Des Moines,47.3914,-122.3156,US,Washington
Inza,2.5500,-76.0667,CO,Cauca
Jaguariaiva,-24.2508,-49.7058,BR,Paraná
Nagdha Simla,24.6143,89.9166,BD,Dhaka
Sarkoy,40.6039,27.1064,TR,Tekirdağ
Sanha,25.4020,86.3592,IN,Bihār
Minamisatsuma,31.4169,130.3228,JP,Kagoshima
Kavlinge,55.7939,13.1133,SE,Skåne
Penaranda,15.3531,121.0017,PH,Nueva Ecija
Plettenberg Bay,-34.0500,23.3667,ZA,Western Cape
Shimanto,33.0000,132.9333,JP,Kōchi
Cranberry,40.7104,-80.1059,US,Pennsylvania
Lugo,44.4167,11.9167,IT,Emilia-Romagna
Vught,51.6500,5.3000,NL,Noord-Brabant
Wobulenzi,0.7200,32.5300,UG,Luwero
Utraula,27.3200,82.4200,IN,Uttar Pradesh
Furstenwalde,52.3667,14.0667,DE,Brandenburg
Mioveni,44.9569,24.9406,RO,Argeş
Kulebaki,55.4167,42.5333,RU,Nizhegorodskaya Oblast’
Naspur,18.8300,79.4500,IN,Andhra Pradesh
Czeladz,50.3333,19.0833,PL,Śląskie
Rethymno,35.3689,24.4739,GR,Kríti
Samdhin,27.1370,79.7030,IN,Uttar Pradesh
Sherwood,34.8507,-92.2029,US,Arkansas
Kalyandrug,14.5500,77.1000,IN,Andhra Pradesh
Nossa Senhora da Gloria,-10.2178,-37.4200,BR,Sergipe
Zarqan,29.7742,52.7236,IR,Fārs
Alubijid,8.5714,124.4751,PH,Misamis Oriental
Hampden,40.2602,-76.9809,US,Pennsylvania
Slantsy,59.1167,28.0667,RU,Leningradskaya Oblast’
Yankou,27.5950,105.4174,CN,Guizhou
Falmouth,41.5913,-70.5912,US,Massachusetts
Kolachel,8.1767,77.2591,IN,Tamil Nādu
Goiatuba,-18.0128,-49.3569,BR,Goiás
Espinho,41.0100,-8.6400,PT,Aveiro
Levice,48.2164,18.6081,SK,Nitra
Milazzo,38.2170,15.2370,IT,Sicilia
Chiche,15.0106,-91.0650,GT,Quiché
Ames,42.9000,-8.6333,ES,Galicia
Geesthacht,53.4375,10.3675,DE,Schleswig-Holstein
Barreirinha,-2.8025,-57.0686,BR,Amazonas
Nouna,12.7333,-3.8667,BF,Boucle du Mouhoun
Jimalalud,9.9797,123.1999,PH,Negros Oriental
Beixinzhuang,38.7914,116.0917,CN,Hebei
Shiyeli,44.1789,66.7328,KZ,
La Calera,-31.3439,-64.3353,AR,Córdoba
Delbruck,51.7667,8.5667,DE,North Rhine-Westphalia
Andover,45.2571,-93.3265,US,Minnesota
Sao Jose da Tapera,-9.5578,-37.3808,BR,Alagoas
Kangayam,11.0054,77.5620,IN,Tamil Nādu
San Pedro de Ribas,41.2592,1.7730,ES,Catalonia
Staryy Beyneu,45.1834,55.1000,KZ,
Landecy,46.1834,6.1166,CH,Genève
Plottier,-38.9500,-68.2333,AR,Neuquén
Mallig,17.2086,121.6106,PH,Isabela
Rokhaty,38.6000,68.9333,TJ,Nohiyahoi Tobei Jumhurí
Virei,-15.7167,12.9500,AO,Namibe
Totana,37.7711,-1.5003,ES,Murcia
Kaysville,41.0290,-111.9456,US,Utah
Maputsoe,-28.8950,27.9070,LS,Leribe
La Concepcion,11.9369,-86.1889,NI,Masaya
Draa Ben Khedda,36.7349,3.9556,DZ,Boumerdes
Bijaynagar,25.9300,74.6386,IN,Rājasthān
Zangang,39.0524,116.2017,CN,Hebei
Tawaramoto,34.5566,135.7950,JP,Nara
Madinat al Habbaniyah,33.3667,43.5667,IQ,Al Anbār
Igbaras,10.7167,122.2667,PH,Iloilo
Zentsujicho,34.2167,133.7833,JP,Kagawa
Gramado,-29.3789,-50.8739,BR,Rio Grande do Sul
Waddinxveen,52.0500,4.6500,NL,Zuid-Holland
Cachoeira Paulista,-22.6650,-45.0094,BR,São Paulo
Herrenberg,48.5967,8.8708,DE,Baden-Württemberg
Salamina,37.9667,23.5000,GR,Attikí
Georgsmarienhutte,52.2000,8.0667,DE,Lower Saxony
Statesboro,32.4375,-81.7751,US,Georgia
Zaojiao,34.4727,105.7062,CN,Gansu
Pekin,40.5678,-89.6251,US,Illinois
Balimbing,7.9000,123.8500,PH,Lanao del Norte
Dumfries,55.0700,-3.6030,GB,Dumfries and Galloway
San Pedro de Uraba,8.2833,-76.3833,CO,Antioquia
Bedworth,52.4750,-1.4770,GB,Warwickshire
Point Pedro,9.8167,80.2333,LK,North Central
Foca,38.6667,26.7667,TR,İzmir
Tubao,16.3500,120.4167,PH,La Union
Areka,7.0710,37.7076,ET,YeDebub Bihēroch Bihēreseboch na Hizboch
Dhahran,26.2667,50.1500,SA,Ash Sharqīyah
Carangola,-20.7328,-42.0289,BR,Minas Gerais
Guararapes,-21.2608,-50.6428,BR,São Paulo
Konan,33.5667,133.7000,JP,Kōchi
Kukshi,22.2068,74.7579,IN,Madhya Pradesh
Kristianstad,56.0337,14.1333,SE,Skåne
Ferrenafe,-6.7183,-79.7703,PE,Lambayeque
North Olmsted,41.4149,-81.9190,US,Ohio
Kiranomena,-18.2833,46.0500,MG,Antananarivo
Kalisizo,-0.5350,31.6225,UG,Rakai
Menglie,22.5833,101.8660,CN,Yunnan
Nagarote,12.2650,-86.5639,NI,León
Dracut,42.6832,-71.3010,US,Massachusetts
Radhanpur,23.8300,71.6000,IN,Gujarāt
Narsinghgarh,23.7000,77.1000,IN,Madhya Pradesh
Nacogdoches,31.6134,-94.6528,US,Texas
Buguey,18.2882,121.8331,PH,Cagayan
Canton,34.2467,-84.4897,US,Georgia
Sao Raimundo Nonato,-9.0150,-42.6989,BR,Piauí
Wheat Ridge,39.7728,-105.1028,US,Colorado
Chatellerault,46.8178,0.5461,FR,Nouvelle-Aquitaine
Berasia,23.6146,77.4645,IN,Madhya Pradesh
Nieuw-Vennep,52.2644,4.6347,NL,Noord-Holland
Sebaco,12.8553,-86.0983,NI,Matagalpa
Oudenaarde,50.8500,3.6000,BE,Flanders
Catubig,12.4000,125.0500,PH,Northern Samar
Curanilahue,-37.4764,-73.3444,CL,Biobío
Harker Heights,31.0572,-97.6446,US,Texas
Namerikawa,36.7644,137.3412,JP,Toyama
Rochester,43.2990,-70.9787,US,New Hampshire
Miguel Alves,-4.1658,-42.8950,BR,Piauí
Rome,43.2260,-75.4909,US,New York
Mangur,17.9373,80.8185,IN,Andhra Pradesh
Bambadinca,12.0333,-14.8667,GW,Bafatá
Godollo,47.6000,19.3667,HU,Pest
Ribeira Grande,37.8167,-25.5167,PT,Azores
Ilhabela,-23.7778,-45.3578,BR,São Paulo
Salug,8.1075,122.7575,PH,Zamboanga del Norte
Kottaikuppam,11.9613,79.8392,IN,Tamil Nādu
Messamena,3.7333,12.8333,CM,Est
San Carlos Alzatate,14.5000,-90.0667,GT,Jalapa
Shimizucho,35.0990,138.9029,JP,Shizuoka
Bramsche,52.4000,7.9833,DE,Lower Saxony
Jaguaruana,-4.8339,-37.7808,BR,Ceará
Nagato,34.3722,131.1833,JP,Yamaguchi
Capulhuac,19.2000,-99.4667,MX,México
Joao Camara,-5.5378,-35.8200,BR,Rio Grande do Norte
Kangasala,61.4639,24.0650,FI,Pirkanmaa
Tamparan,7.8790,124.3330,PH,Lanao del Sur
Lower Macungie,40.5303,-75.5700,US,Pennsylvania
Tummapala,17.7166,82.9965,IN,Andhra Pradesh
Oer-Erkenschwick,51.6422,7.2508,DE,North Rhine-Westphalia
Caramoran,13.9833,124.1333,PH,Catanduanes
Cheb,50.0794,12.3706,CZ,Karlovarský Kraj
Antsohimbondrona,-13.0833,48.8500,MG,Antsiranana
Bauko,16.9917,120.8644,PH,Mountain
Rosmalen,51.7167,5.3667,NL,Noord-Brabant
Windsor,51.4791,-0.6095,GB,Windsor and Maidenhead
Wevelgem,50.8081,3.1839,BE,Flanders
Primorsko-Akhtarsk,46.0500,38.1667,RU,Krasnodarskiy Kray
Xangda,32.2056,96.4751,CN,Qinghai
Pocone,-16.2569,-56.6228,BR,Mato Grosso
Kingman,35.2170,-114.0105,US,Arizona
Pedana,16.2667,81.1667,IN,Andhra Pradesh
Grottaglie,40.5333,17.4333,IT,Puglia
Bizen,34.7453,134.1889,JP,Okayama
Wrzesnia,52.3333,17.5833,PL,Wielkopolskie
Massillon,40.7838,-81.5254,US,Ohio
Jasim,32.9667,36.0667,SY,Dar‘ā
Aguilares,-27.4333,-65.6167,AR,Tucumán
Bandeirantes,-23.1100,-50.3678,BR,Paraná
Novovoronezh,51.3167,39.2167,RU,Voronezhskaya Oblast’
Dongxianpo,39.5610,115.9865,CN,Hebei
Itamarandiba,-17.8569,-42.8589,BR,Minas Gerais
Buyan,23.9961,120.4618,TW,Changhua
Saint-Medard-en-Jalles,44.8964,-0.7164,FR,Nouvelle-Aquitaine
Cruces,22.3419,-80.2761,CU,Cienfuegos
Waiyuanshan,24.7443,121.6684,TW,Yilan
Odacho-oda,35.1833,132.5000,JP,Shimane
Shima,39.5544,141.1555,JP,Iwate
Douar Oulad Hssine,33.0680,-8.5107,MA,Casablanca-Settat
Wallsend,54.9910,-1.5340,GB,North Tyneside
Malangas,7.6317,123.0322,PH,Zamboanga Sibugay
Pervari,37.9331,42.5469,TR,Siirt
Termas de Rio Hondo,-27.4833,-64.8667,AR,Santiago del Estero
Palmeira,-25.4289,-50.0058,BR,Paraná
Quintero,-32.7833,-71.5333,CL,Valparaíso
Yaguaron,-25.5621,-57.2840,PY,Paraguarí
Colider,-10.8128,-55.4550,BR,Mato Grosso
Nalchiti,22.6350,90.2700,BD,Barishal
Yaese,26.1582,127.7186,JP,Okinawa
Radolfzell am Bodensee,47.7333,8.9667,DE,Baden-Württemberg
Jiming,40.1884,118.1392,CN,Hebei
Mutki,38.4092,41.9219,TR,Bitlis
Guaratuba,-25.8828,-48.5750,BR,Paraná
Serdobsk,52.4667,44.2000,RU,Penzenskaya Oblast’
Yuzhne,46.6300,31.1000,UA,Odeska Oblast
Masatepe,11.9147,-86.1442,NI,Masaya
Donggou,35.5621,112.7046,CN,Shanxi
Quitilipi,-26.8667,-60.2167,AR,Chaco
Zapala,-38.9000,-70.0667,AR,Neuquén
Dar Ould Zidouh,32.3167,-6.9000,MA,Béni Mellal-Khénifra
Shentang,22.2915,113.3695,CN,Guangdong
Tongxiao,24.4833,120.6833,TW,Miaoli
Savage,44.7545,-93.3632,US,Minnesota
Sami,21.2933,93.0965,MM,Chin State
Alba,44.7000,8.0333,IT,Piedmont
Tirebolu,41.0056,38.8167,TR,Giresun
Renkum,51.9833,5.8500,NL,Gelderland
Partinico,38.0500,13.1167,IT,Sicilia
Tongkou,38.7952,115.8646,CN,Hebei
San Lucas Toliman,14.6333,-91.1333,GT,Sololá
Remedios,7.0275,-74.6939,CO,Antioquia
Uglich,57.5333,38.3333,RU,Yaroslavskaya Oblast’
Norak,38.3833,69.3167,TJ,Khatlon
Claveria,18.6061,121.0822,PH,Cagayan
Stadskanaal,52.9833,6.9500,NL,Groningen
Cabaiguan,22.0839,-79.4953,CU,Sancti Spíritus
Vohilava,-21.0667,48.0000,MG,Fianarantsoa
Gurupa,-1.4050,-51.6400,BR,Pará
Oristano,39.9058,8.5916,IT,Sardegna
Bekoratsaka,-16.1000,47.5000,MG,Mahajanga
Polillo,14.7167,121.9500,PH,Quezon
Lumding,25.7500,93.1700,IN,Assam
Bahharet Oulad Ayyad,34.7702,-6.3047,MA,Rabat-Salé-Kénitra
Chuo,35.5996,138.6339,JP,Yamanashi
Courcelles,50.4578,4.3756,BE,Wallonia
Itampolo,-24.6833,43.9500,MG,Toliara
Kochugaon,26.5518,90.0762,IN,Assam
Pandua,23.0800,88.2800,IN,West Bengal
Moche,-8.1706,-79.0094,PE,La Libertad
Asilah,35.4667,-6.0333,MA,Tanger-Tétouan-Al Hoceïma
Andriba,-17.5833,46.9333,MG,Mahajanga
Mataas Na Kahoy,13.9667,121.0833,PH,Batangas
Nilka,43.7826,82.5089,CN,Xinjiang
Sigma,11.4214,122.6662,PH,Capiz
Sergio Osmena Sr,8.3003,123.5083,PH,Zamboanga del Sur
Deptford,39.8157,-75.1181,US,New Jersey
Desert Hot Springs,33.9550,-116.5429,US,California
Nanyuki,0.0167,37.0667,KE,Laikipia
Sakhnin,32.8667,35.3,IL,Northern
Mohyliv-Podilskyi,48.4500,27.7833,UA,Vinnytska Oblast
Centereach,40.8681,-73.0821,US,New York
Pichucalco,17.5167,-93.2000,MX,Chiapas
Paipa,5.8333,-73.1500,CO,Boyacá
Windsor,40.4690,-104.9198,US,Colorado
Namegata,35.9905,140.4890,JP,Ibaraki
Santa Rita,10.5367,-71.5108,VE,Zulia
Warwick,41.2597,-74.3614,US,New York
Shahedian,37.6546,114.7392,CN,Hebei
O'Fallon,38.5974,-89.9148,US,Illinois
Marialva,-23.4850,-51.7919,BR,Paraná
Calubian,11.4467,124.4278,PH,Leyte
Canuelas,-35.0333,-58.7333,AR,Buenos Aires
Komagane,35.7288,137.9339,JP,Nagano
Santa Catarina Mita,14.4500,-89.7500,GT,Jutiapa
Fangyuan,23.9250,120.3158,TW,Changhua
Majidpur,23.5796,90.7689,BD,Chattogram
I`zaz,36.5866,37.0463,SY,Ḩalab
Yenice,39.9308,27.2581,TR,Çanakkale
Lalgola,24.4200,88.2500,IN,West Bengal
Sitges,41.2339,1.8042,ES,Catalonia
Sao Gabriel,-19.0169,-40.5358,BR,Espírito Santo
Jyvaskylan Maalaiskunta,62.2889,25.7417,FI,Keski-Suomi
Tuzantan,15.1333,-92.4000,MX,Chiapas
Marrero,29.8871,-90.1126,US,Louisiana
West Odessa,31.8389,-102.5003,US,Texas
Dreux,48.7372,1.3664,FR,Centre-Val de Loire
Bayaguana,18.7500,-69.6333,DO,Higuamo
Bangor,44.8323,-68.7906,US,Maine
Galapa,10.9167,-74.8333,CO,Atlántico
Piui,-20.4650,-45.9578,BR,Minas Gerais
Bagrami,34.4911,69.2756,AF,Kābul
Guachaves,1.2219,-77.6772,CO,Nariño
Baraderes,18.4825,-73.6386,HT,Nippes
Temascaltepec de Gonzalez,19.0433,-100.0414,MX,México
Merida,10.9098,124.5376,PH,Leyte
Hoyerswerda,51.4333,14.2500,DE,Saxony
Tuljapur,18.0000,76.0800,IN,Mahārāshtra
Turicato,19.0500,-101.4167,MX,Michoacán
Cacolo,-10.1333,19.2667,AO,Lunda-Sul
Gongguan,24.5053,120.8447,TW,Miaoli
Montebelluna,45.7753,12.0389,IT,Veneto
Igrejinha,-29.5739,-50.7900,BR,Rio Grande do Sul
Sasaguri,33.6239,130.5262,JP,Fukuoka
El Oro de Hidalgo,19.8008,-100.1314,MX,Morelos
Ruy Barbosa,-12.2839,-40.4939,BR,Bahia
Katagami,39.8832,139.9886,JP,Akita
Louvain-la-Neuve,50.6667,4.5000,BE,Wallonia
Domingos Martins,-20.3628,-40.6589,BR,Espírito Santo
Sao Jose do Egito,-7.4733,-37.2744,BR,Pernambuco
Nijar,36.9667,-2.2000,ES,Andalusia
Touba,8.2833,-7.6833,CI,Woroba
Gevelsberg,51.3167,7.3333,DE,North Rhine-Westphalia
Ubajara,-3.8544,-40.9211,BR,Ceará
Val-d'Or,48.1000,-77.7833,CA,Quebec
Amatenango de la Frontera,15.5333,-92.0833,MX,Chiapas
Sao Gotardo,-19.3108,-46.0489,BR,Minas Gerais
Ivisan,11.5217,122.6908,PH,Capiz
Buzovna,40.5161,50.1164,AZ,Bakı
Masi-Manimba,-4.7790,17.9077,CD,Kwilu
Ortakoy,38.7372,34.0386,TR,Aksaray
Boghni,36.5437,3.9523,DZ,Tizi Ouzou
Pantabangan,15.8086,121.1433,PH,Nueva Ecija
Newburgh,41.5531,-74.0599,US,New York
'Ain Abid,36.2325,6.9440,DZ,Constantine
Farrokh Shahr,32.2714,50.9775,IR,Chahār Maḩāl va Bakhtīārī
Avola,36.9167,15.1333,IT,Sicilia
Gallipoli,40.4139,26.6703,TR,Çanakkale
Ivaipora,-24.2478,-51.6850,BR,Paraná
San Sebastian,14.5667,-91.6500,GT,Retalhuleu
Owen Sound,44.5667,-80.9333,CA,Ontario
Al `Aydabi,17.2370,42.9390,SA,Jāzān
Velikiy Ustyug,60.7667,46.3000,RU,Vologodskaya Oblast’
Needham,42.2814,-71.2411,US,Massachusetts
Shikarpur,14.2700,75.3500,IN,Karnātaka
Ganderkesee,53.0358,8.5483,DE,Lower Saxony
Weil am Rhein,47.5947,7.6108,DE,Baden-Württemberg
Clearfield,41.1030,-112.0238,US,Utah
Al 'Attawia,31.8347,-7.3125,MA,Marrakech-Safi
Gubbio,43.3500,12.5667,IT,Umbria
Kavar,29.2050,52.6900,IR,Fārs
Mlawa,53.1167,20.3667,PL,Mazowieckie
San Giuliano Terme,43.7625,10.4414,IT,Tuscany
Chum Phae,16.5431,102.1104,TH,Khon Kaen
Rahimpur,25.4894,86.4774,IN,Bihār
Bocana de Paiwas,12.7878,-85.1228,NI,Costa Caribe Sur
Valkenswaard,51.3500,5.4667,NL,Noord-Brabant
Springfield,38.7810,-77.1839,US,Virginia
General Jose de San Martin,-26.5375,-59.3417,AR,Chaco
Rahatgarh,23.7800,78.3700,IN,Madhya Pradesh
Willingboro,40.0280,-74.8882,US,New Jersey
Moncao,-3.4919,-45.2508,BR,Maranhão
Yildizeli,39.8642,36.5983,TR,Sivas
Jalpatagua,14.1364,-90.0052,GT,Jutiapa
Uithoorn,52.2333,4.8333,NL,Noord-Holland
Kasimov,54.9333,41.4000,RU,Ryazanskaya Oblast’
Jamalpur,25.4112,86.6593,IN,Bihār
Fengrenxu,24.1757,115.3271,CN,Guangdong
Sri Madhopur,27.4667,75.6000,IN,Rājasthān
Fair Oaks,38.6504,-121.2496,US,California
Kuroishi,40.6426,140.6113,JP,Aomori
Paracuru,-3.4100,-39.0308,BR,Ceará
Sitionuevo,10.7833,-74.7167,CO,Magdalena
Holladay,40.6600,-111.8226,US,Utah
Haan,51.1667,7.0000,DE,North Rhine-Westphalia
Aguada de Pasajeros,22.3847,-80.8461,CU,Cienfuegos
Kotovsk,52.5833,41.5167,RU,Tambovskaya Oblast’
Jesus Maria,-30.9833,-64.1000,AR,Córdoba
Dongmaying,39.1221,115.9814,CN,Hebei
Mirnyy,62.7667,40.3333,RU,Arkhangel’skaya Oblast’
Siquirres,10.0901,-83.5016,CR,Limón
El Palmar,14.6500,-91.5833,GT,Quetzaltenango
Balyqshy,47.0667,51.8667,KZ,
Maebara,35.1140,140.0989,JP,Chiba
Sarno,40.8167,14.6167,IT,Campania
Syracuse,41.0859,-112.0698,US,Utah
Dania Beach,26.0593,-80.1637,US,Florida
Jerez,14.1000,-89.7500,GT,Jutiapa
Gadarpur,29.0437,79.2465,IN,Uttarākhand
Florence,38.9899,-84.6471,US,Kentucky
Zepce,44.4333,18.0333,BA,"Bosnia and Herzegovina, Federation of"
Navalcarnero,40.2847,-4.0136,ES,Madrid
Pontefract,53.6910,-1.3120,GB,Wakefield
Irituia,-1.7689,-47.4389,BR,Pará
Weyhe,52.9936,8.8733,DE,Lower Saxony
Magsingal,17.6850,120.4244,PH,Ilocos Sur
Lemery,11.2333,122.9333,PH,Iloilo
Nueva Imperial,-38.7433,-72.9500,CL,Araucanía
Tekkali,18.6057,84.2355,IN,Andhra Pradesh
President Roxas,11.4297,122.9247,PH,Capiz
Chmistar,33.9667,36.0167,LB,Baalbek-Hermel
Tecozautla,20.5333,-99.6333,MX,Hidalgo
Exu,-7.5133,-39.7239,BR,Pernambuco
Ennery,19.4833,-72.4833,HT,Artibonite
North Huntingdon,40.3294,-79.7336,US,Pennsylvania
Castelvetrano,37.6833,12.7931,IT,Sicilia
Cueto,20.6481,-75.9317,CU,Holguín
Tanmen,19.2429,110.6120,CN,Hainan
Morro Agudo,-20.7314,-48.0578,BR,São Paulo
Deori Khas,23.3902,79.0163,IN,Madhya Pradesh
Mussoorie,30.4500,78.0800,IN,Uttarākhand
Chorbog,38.6667,68.7667,TJ,Nohiyahoi Tobei Jumhurí
Ayabe,35.3000,135.2667,JP,Kyōto
Ouro Fino,-22.2828,-46.3689,BR,Minas Gerais
Titlagarh,20.3000,83.1500,IN,Odisha
Mahemdavad,22.8300,72.7700,IN,Gujarāt
Kreuztal,50.9667,7.9667,DE,North Rhine-Westphalia
Frederico Westphalen,-27.3589,-53.3939,BR,Rio Grande do Sul
Inkhil,33.0000,36.1167,SY,Dar‘ā
Babura,25.6838,84.7825,IN,Bihār
Waterloo,50.7167,4.3833,BE,Wallonia
San Andres Xecul,14.9000,-91.4833,GT,Totonicapán
Mae Sot,16.7131,98.5747,TH,Tak
Carballo,43.2167,-8.6833,ES,Galicia
Yawatahama-shi,33.4667,132.4167,JP,Ehime
Mundelein,42.2693,-88.0102,US,Illinois
Tredyffrin,40.0663,-75.4540,US,Pennsylvania
Nardo,40.1797,18.0333,IT,Puglia
Kosonsoy,41.2500,71.5500,UZ,Namangan
Naugatuck,41.4890,-73.0518,US,Connecticut
Pasadena,39.1552,-76.5537,US,Maryland
Whitstable,51.3610,1.0260,GB,Kent
South Kingstown,41.4458,-71.5440,US,Rhode Island
Ozd,48.2192,20.2869,HU,Borsod-Abaúj-Zemplén
Cicero,43.1662,-76.0662,US,New York
Husainabad,24.5285,84.0000,IN,Jhārkhand
Santa Cruz,10.1819,-67.5025,VE,Aragua
Los Altos,37.3684,-122.0965,US,California
Zima,53.9167,102.0500,RU,Irkutskaya Oblast’
Dimataling,7.5297,123.3661,PH,Zamboanga del Sur
Sosnogorsk,63.6000,53.9000,RU,Komi
Wanghong Yidui,38.1993,106.2284,CN,Ningxia
Huangxicun,24.4684,115.7751,CN,Guangdong
Qo`rg`ontepa,40.7336,72.7583,UZ,Andijon
Changuinola,9.4300,-82.5200,PA,Bocas del Toro
