name,lat,lon,country,state
Nilavarappatti,11.6081,78.1499,IN,Tamil Nādu
Marton,54.5372,-1.2047,GB,Middlesbrough
Chanteloup-les-Vignes,48.9783,2.0308,FR,Île-de-France
Shepton Mallet,51.1930,-2.5460,GB,Somerset
Wicklow,52.9779,-6.0330,IE,Wicklow
Da Nang,16.0748,108.2240,VN,Đà Nẵng
Seonar,25.4142,85.8834,IN,Bihār
Boudenib,31.9497,-3.6078,MA,Drâa-Tafilalet
Whitchurch,52.9690,-2.6820,GB,Shropshire
Panamarattuppatti,11.5620,78.1649,IN,Tamil Nādu
Capodrise,41.0500,14.3000,IT,Campania
Ponteland,55.0480,-1.7470,GB,Northumberland
La Grange Park,41.8308,-87.8723,US,Illinois
Samayanallur,9.9792,78.0359,IN,Tamil Nādu
Castlebar,53.8608,-9.2988,IE,Mayo
Ayapango,19.1264,-98.8028,MX,México
Buckhurst Hill,51.6320,0.0360,GB,Essex
Sinop,42.0267,35.1511,TR,Sinop
Mansinghpur Bijrauli,25.7552,85.5099,IN,Bihār
Stanwell,51.4570,-0.4715,GB,Surrey
Ormesson-sur-Marne,48.7858,2.5383,FR,Île-de-France
Newport,52.7691,-2.3787,GB,Telford and Wrekin
Eccleston,53.4539,-2.7748,GB,St. Helens
Dhamua,22.2875,88.3962,IN,West Bengal
Beaumont,45.7517,3.0831,FR,Auvergne-Rhône-Alpes
Bothell East,47.8064,-122.1844,US,Washington
Koila Dewa,26.4079,84.1962,IN,Bihār
Tetela del Volcan,18.8931,-98.7297,MX,Morelos
Cupar,56.3200,-3.0100,GB,Fife
Dudhpura,25.7964,86.1189,IN,Bihār
Bardiha Turki,25.8059,85.5441,IN,Bihār
Platon Sanchez,21.2833,-98.3667,MX,Veracruz
Arniya,25.7150,85.5448,IN,Bihār
Pachahi,26.1932,86.3597,IN,Bihār
Kaith,25.4776,86.2001,IN,Bihār
Maromme,49.4819,1.0419,FR,Normandie
Domzale,46.1394,14.5950,SI,Domžale
Stranraer,54.9020,-5.0270,GB,Dumfries and Galloway
Gzira,35.9050,14.4944,MT,Gżira
Kumharsan,25.6421,86.1971,IN,Bihār
Lathasepura,25.8131,85.7180,IN,Bihār
Bazid Chak Kasturi,25.6559,85.4412,IN,Bihār
Somnaha,25.9518,85.7042,IN,Bihār
Tixkokob,21.0022,-89.3936,MX,Yucatán
Longbenton,55.0000,-1.5700,GB,Newcastle upon Tyne
Corinda,-27.4833,153.1000,AU,Queensland
Acanceh,20.8133,-89.4524,MX,Yucatán
Secanj,45.3667,20.7725,RS,Sečanj
Avocado Heights,34.0391,-117.9970,US,California
Swieqi,35.9208,14.4800,MT,Swieqi
Coatesville,39.9849,-75.8200,US,Pennsylvania
Kingston,41.2652,-75.8876,US,Pennsylvania
Mudichchur,12.9110,80.0693,IN,Tamil Nādu
Carpinteria,34.3962,-119.5118,US,California
Mariental,-24.6333,17.9667,NA,Hardap
Drochia,48.0333,27.7500,MD,Drochia
Sahuli,26.1118,84.3485,IN,Bihār
Zebbug,35.8731,14.4419,MT,Żebbuġ
Woodland Park,40.8904,-74.1946,US,New Jersey
Delemont,47.3667,7.3500,CH,Jura
Adalpur,26.1910,86.0239,IN,Bihār
Amwa Majhar,26.7362,84.5818,IN,Bihār
Nieuw Nickerie,5.9333,-56.9833,SR,Nickerie
Maili,21.4133,-158.1701,US,Hawaii
Meliana,39.5272,-0.3492,ES,Valencia
Lydney,51.7286,-2.5285,GB,Gloucestershire
Mannarai,11.1172,77.3726,IN,Tamil Nādu
Barnoldswick,53.9147,-2.1895,GB,Lancashire
Pajacuaran,20.1178,-102.5667,MX,Michoacán
Montigny-en-Gohelle,50.4278,2.9297,FR,Hauts-de-France
La Trinitaria,16.1191,-92.0505,MX,Chiapas
Druskininkai,54.0167,23.9667,LT,Druskininkai
Phulmalik,25.4132,86.4255,IN,Bihār
Jarville-la-Malgrange,48.6694,6.2061,FR,Grand Est
Kibuye,-2.0617,29.3483,RW,Western Province
Ridgefield Park,40.8543,-74.0201,US,New Jersey
Rangvasa,22.6435,75.7886,IN,Madhya Pradesh
Handsworth,53.3700,-1.4000,GB,Sheffield
Tubmanburg,6.8667,-10.8167,LR,Bomi
Novi Becej,45.6000,20.1167,RS,Novi Bečej
Amolatar,1.6350,32.8250,UG,Amolatar
Kargahia Purab,26.7887,84.5298,IN,Bihār
Kampel,22.6167,76.0500,IN,Madhya Pradesh
Bocas del Toro,9.3403,-82.2420,PA,Bocas del Toro
Chettipalaiyam,10.9125,77.0370,IN,Tamil Nādu
Pongalur,10.9654,77.3720,IN,Tamil Nādu
Evington,52.6210,-1.0720,GB,Leicestershire
Crosne,48.7147,2.4611,FR,Île-de-France
Narsingi,17.3876,78.3570,IN,Andhra Pradesh
San Ignacio Cohuirimpo,27.0500,-109.4167,MX,Sonora
Wilnecote,52.6081,-1.6677,GB,Staffordshire
Inverurie,57.2800,-2.3800,GB,Aberdeenshire
Cuatro Cienegas de Carranza,26.9861,-102.0664,MX,Coahuila
San Juanito,27.9700,-107.6003,MX,Chihuahua
Launceston,50.6370,-4.3600,GB,Cornwall
Bhawanipur,26.2385,86.0995,IN,Bihār
Steinbach am Taunus,50.1667,8.5667,DE,Hesse
Puck,54.7000,18.4000,PL,Pomorskie
Serere,1.5000,33.5500,UG,Serere
Nova Gorica,45.9558,13.6433,SI,Nova Gorica
Zejtun,35.8556,14.5333,MT,Żejtun
Hellesdon,52.6485,1.2509,GB,Norfolk
Bishunpur,25.8029,85.9886,IN,Bihār
Broadstone,50.7605,-1.9950,GB,
Ramnagar Bankat,26.7595,84.6122,IN,Bihār
Marquette-les-Lille,50.6758,3.0661,FR,Hauts-de-France
Abasingammedda,7.3167,80.6667,LK,Central
Alta,59.2500,18.1833,SE,Stockholm
Steinkjer,64.0148,11.4954,NO,Trøndelag
Na Sceiri,53.5828,-6.1083,IE,Fingal
Tlahualilo de Zaragoza,26.1083,-103.4431,MX,Durango
Perur,10.9752,76.9129,IN,Tamil Nādu
Littleport,52.4568,0.3046,GB,Cambridgeshire
Ghanipur Bejha,25.9281,85.5548,IN,Bihār
Qutubpur,25.6279,85.3684,IN,Bihār
Pelham,40.9000,-73.8063,US,New York
Croissy-sur-Seine,48.8778,2.1422,FR,Île-de-France
Alagappapuram,8.1468,77.5413,IN,Tamil Nādu
Nairn,57.5860,-3.8690,GB,Highland
Sugarland Run,39.0309,-77.3762,US,Virginia
Gaillard,46.1850,6.2075,FR,Auvergne-Rhône-Alpes
Psychiko,38.0108,23.7727,GR,Attikí
Procida,40.7667,14.0333,IT,Campania
Ialoveni,46.9500,28.7833,MD,Ialoveni
Home Gardens,33.8783,-117.5116,US,California
Mokarrampur,26.2176,86.0433,IN,Bihār
Rampur Rajwa,25.7057,86.1781,IN,Bihār
Dumri,25.7350,84.8762,IN,Bihār
Valga,57.7833,26.0333,EE,Valga
Naranja,25.5164,-80.4222,US,Florida
Fords,40.5359,-74.3126,US,New Jersey
Cornelius,45.5188,-123.0510,US,Oregon
Obo,5.4000,26.5000,CF,Haut-Mbomou
Daru,-9.0833,143.2000,PG,Western
Tilehurst,51.4579,-1.0406,GB,Reading
Srifa,33.2814,35.3964,LB,Liban-Sud
Lamphun,18.5864,99.0119,TH,Lamphun
Caudebec-les-Elbeuf,49.2808,1.0211,FR,Normandie
Ifield,51.1234,-0.2073,GB,West Sussex
Grover Beach,35.1204,-120.6197,US,California
Multi,22.2847,88.4053,IN,West Bengal
Chilmil,25.4563,86.1364,IN,Bihār
Red Bank,40.3480,-74.0672,US,New Jersey
Sitalpur,25.7764,85.0283,IN,Bihār
Pierre-Benite,45.7036,4.8242,FR,Auvergne-Rhône-Alpes
Tottington,53.6130,-2.3390,GB,Bury
Tinqueux,49.2500,3.9908,FR,Grand Est
Amesbury,51.1730,-1.7800,GB,Wiltshire
Cuapiaxtla de Madero,18.9167,-97.8167,MX,Puebla
Valadares,41.0937,-8.6392,PT,Porto
Rokiskis,55.9667,25.5833,LT,Rokiškis
Mahamda,25.8108,84.7874,IN,Bihār
San Antonio,9.9781,-84.1879,CR,Alajuela
Emeryville,37.8382,-122.2932,US,California
Shildon,54.6300,-1.6500,GB,Durham
At Tur,28.2417,33.6222,EG,Janūb Sīnā’
Mauji,25.6585,86.2313,IN,Bihār
Chai Nat,15.1872,100.1283,TH,Chai Nat
Chandpur,22.4368,88.1711,IN,West Bengal
Nayanagar,25.7465,86.1027,IN,Bihār
Phaphot,25.6817,86.0069,IN,Bihār
Helston,50.1000,-5.2700,GB,Cornwall
Solindabad,25.8463,86.5907,IN,Bihār
Morsand,25.9335,85.6980,IN,Bihār
Sahapur,22.5200,88.1700,IN,West Bengal
Aberbargoed,51.6968,-3.2240,GB,Caerphilly
Kanoni,0.1728,31.9058,UG,Gomba
Choppington,55.1450,-1.6010,GB,Northumberland
Kotor,42.4300,18.7700,ME,Kotor
Salisbury,40.7454,-73.5604,US,New York
Ciudad Tula,23.0000,-99.7200,MX,Tamaulipas
Ghoswari,25.4687,85.4964,IN,Bihār
Pipra Dewas,25.4636,86.0236,IN,Bihār
Zaandijk,52.4667,4.8000,NL,Noord-Holland
Sihma,25.6992,86.2446,IN,Bihār
San Giljan,35.9186,14.4900,MT,San Ġiljan
Hincesti,46.8167,28.5833,MD,Hînceşti
Attard,35.8928,14.4383,MT,Attard
Chapeltown,53.4620,-1.4660,GB,Sheffield
Tartar,40.3450,46.9289,AZ,Tərtər
Dumri,25.4750,85.0913,IN,Bihār
Krapina,46.1600,15.8700,HR,Krapinsko-Zagorska Županija
Nueva Palmira,-33.8833,-58.4167,UY,Colonia
Las Tablas,7.7667,-80.2833,PA,Los Santos
Singerei,47.6333,28.1500,MD,Sîngerei
Sohana,30.6833,76.7000,IN,Punjab
Culfa,38.9558,45.6308,AZ,Culfa
Avranches,48.6844,-1.3569,FR,Normandie
Sanrha,25.7979,84.7504,IN,Bihār
Gorey,52.6770,-6.2920,IE,Wexford
Caldicot,51.5910,-2.7492,GB,Monmouthshire
Qufadah,28.5812,30.7554,EG,Al Minyā
Tlalixtac de Cabrera,17.0667,-96.6500,MX,Oaxaca
San Marzano sul Sarno,40.7697,14.5947,IT,Campania
Teotlaltzingo,19.2326,-98.5149,MX,Puebla
Igny,48.7422,2.2261,FR,Île-de-France
Encamp,42.5361,1.5828,AD,Encamp
Fosses,49.0981,2.5067,FR,Île-de-France
Thorigny-sur-Marne,48.8788,2.7075,FR,Île-de-France
Tramore,52.1588,-7.1463,IE,Waterford
Masar,25.5577,84.5767,IN,Bihār
Simarwara Durgapur,25.8520,85.4944,IN,Bihār
Somerville,40.5696,-74.6092,US,New Jersey
Bulgan,48.8119,103.5336,MN,Bulgan
Dunbar,56.0027,-2.5169,GB,East Lothian
Koini,26.4226,84.5147,IN,Bihār
Kaithinia,26.2317,86.2817,IN,Bihār
Lalganj,25.7297,87.4799,IN,Bihār
Meghaul,25.6400,86.0200,IN,Bihār
San Gregorio Atzompa,19.0224,-98.3445,MX,Puebla
Ettimadai,10.8911,76.9087,IN,Tamil Nādu
Taraclia,45.9000,28.6689,MD,Taraclia
Zamora,-4.0692,-78.9567,EC,Zamora-Chinchipe
Warfield,51.4420,-0.7370,GB,Bracknell Forest
Ganvie,6.4667,2.4167,BJ,Atlantique
Muthabana,24.9203,88.0329,IN,West Bengal
North Merrick,40.6871,-73.5615,US,New York
Anahuac,28.4800,-106.7442,MX,Chihuahua
Voru,57.8486,26.9928,EE,Võru
Beylaqan,39.7756,47.6186,AZ,Beyləqan
Mahisanrh,25.7358,85.5818,IN,Bihār
Mandalgovi,45.7667,106.2697,MN,Dundgovĭ
Patchogue,40.7621,-73.0185,US,New York
Cesa,40.9667,14.2333,IT,Campania
Kondaparti,17.9219,79.5373,IN,Andhra Pradesh
Glenfield,52.6491,-1.2062,GB,Leicestershire
Hithadhoo,-0.6094,73.0899,MV,Addu
Mamobihat,26.1466,86.1747,IN,Bihār
Ramkali,22.3351,88.3562,IN,West Bengal
Aurahi,26.0355,86.7467,IN,Bihār
Broughton Astley,52.5278,-1.2275,GB,Leicestershire
Khunays,35.7122,10.8167,TN,Monastir
Malinagar,25.9967,85.6863,IN,Bihār
Amgachia,22.4156,88.3051,IN,West Bengal
Bararam,26.1572,84.3627,IN,Bihār
Dhangaraha,26.0204,84.7023,IN,Bihār
Kilchberg,47.3247,8.5492,CH,Zürich
Naruar,26.2388,86.2396,IN,Bihār
Kanchanpur,25.6636,85.2703,IN,Bihār
Amatlan de los Reyes,18.8457,-96.9149,MX,Veracruz
Xicotencatl,22.9958,-98.9447,MX,Tamaulipas
Ga-Kgapane,-23.6490,30.2260,ZA,Limpopo
Hakkila,60.2869,24.9522,FI,Uusimaa
Chicalim,15.3994,73.8408,IN,Goa
Alum Rock,37.3694,-121.8238,US,California
Rio Grande,18.3789,-65.8388,PR,Puerto Rico
Qalat,32.1061,66.9069,AF,Zābul
Manati,18.4283,-66.4823,PR,Puerto Rico
Gangapur Athar,25.8214,85.7123,IN,Bihār
Eybens,45.1486,5.7503,FR,Auvergne-Rhône-Alpes
Tekit,20.5322,-89.3314,MX,Yucatán
Sikandarpur,25.3256,86.5051,IN,Bihār
Bamaiya Harlal,25.6664,85.8802,IN,Bihār
Assomada,15.0960,-23.6670,CV,Santa Catarina
Ouedo,6.4833,2.4500,BJ,Atlantique
Aioun,16.6667,-9.6167,MR,Hodh el Gharbi
Choix,26.7061,-108.3219,MX,Sinaloa
Rogerstone,51.5906,-3.0537,GB,Newport
Sallaumines,50.4197,2.8622,FR,Hauts-de-France
Newman,37.3156,-121.0212,US,California
Falesti,47.5722,27.7139,MD,Făleşti
Neuville-les-Dieppe,49.9267,1.1014,FR,Normandie
Jagatpur,26.3738,86.0509,IN,Bihār
Tzucacab,20.0708,-89.0506,MX,Yucatán
Chuy,-33.6964,-53.4600,UY,Rocha
Ferney-Voltaire,46.2558,6.1081,FR,Auvergne-Rhône-Alpes
Hasbrouck Heights,40.8618,-74.0741,US,New Jersey
Cano Martin Pena,18.4309,-66.0507,PR,Puerto Rico
Barwell,52.5682,-1.3462,GB,Leicestershire
Ikkarai Boluvampatti,10.9669,76.7996,IN,Tamil Nādu
South Normanton,53.1070,-1.3430,GB,Derbyshire
Kilsyth,55.9800,-4.0600,GB,North Lanarkshire
Floresti,47.8933,28.3014,MD,Floreşti
Izola,45.5344,13.6675,SI,Izola
Malaudh,30.6333,75.9356,IN,Punjab
Gamharia,26.0561,86.7243,IN,Bihār
Cimislia,46.5167,28.7833,MD,Cimişlia
Horbury,53.6595,-1.5566,GB,Wakefield
Latifpur,22.3777,91.7639,BD,Chattogram
River Edge,40.9269,-74.0387,US,New Jersey
Robertsport,6.7500,-11.3667,LR,Grand Cape Mount
Khanpur Khairanti,26.1456,84.3334,IN,Bihār
South Miami,25.7079,-80.2952,US,Florida
Bougival,48.8650,2.1394,FR,Île-de-France
Otumba,19.6989,-98.7572,MX,México
Llantwit Major,51.4062,-3.4750,GB,"Vale of Glamorgan, The"
Semri,25.6246,85.7672,IN,Bihār
Kaithwar,26.1678,86.2575,IN,Bihār
Clayton le Moors,53.7750,-2.3840,GB,Lancashire
Hathaura,26.1744,84.3294,IN,Bihār
Nakasongola,1.3150,32.4650,UG,Nakasongola
Yeadon,39.9325,-75.2527,US,Pennsylvania
Boxley,51.3024,0.5429,GB,Kent
Malaimachchampatti,10.9058,77.0050,IN,Tamil Nādu
Coahuitlan,20.2667,-97.7167,MX,Veracruz
Rabat,35.8817,14.3989,MT,Rabat
Jahangirpur Salkhani,25.8335,85.4795,IN,Bihār
Cam,51.7011,-2.3642,GB,Gloucestershire
University of California-Santa Barbara,34.4151,-119.8568,US,California
Serravalle,43.9694,12.4784,SM,Serravalle
Telkathu,26.1124,84.3733,IN,Bihār
Murska Sobota,46.6667,16.1667,SI,Murska Sobota
Harua,24.5249,87.9931,IN,West Bengal
Odayarpatti,11.6663,78.2144,IN,Tamil Nādu
Widnau,47.3997,9.6333,CH,Sankt Gallen
Byureghavan,40.3147,44.5936,AM,Kotayk’
Khundawandpur,25.6689,86.0363,IN,Bihār
Ukhai Purbari Patti,26.2471,84.4066,IN,Bihār
Vanimo,-2.6667,141.2833,PG,West Sepik
Ban Son Loi,13.9122,100.4200,TH,Nonthaburi
Biltine,14.5275,20.9267,TD,Wadi-Fira
Zurrieq,35.8292,14.4758,MT,Żurrieq
Bhachhi,26.3404,86.0585,IN,Bihār
Thakurainia,26.2098,86.0191,IN,Bihār
Higuera de Zaragoza,25.9500,-109.2833,MX,Sinaloa
Bures-sur-Yvette,48.6967,2.1614,FR,Île-de-France
Guttenberg,40.7928,-74.0049,US,New Jersey
Wallington,40.8536,-74.1069,US,New Jersey
Mamnur,17.9092,79.5926,IN,Andhra Pradesh
Elektrenai,54.7861,24.6611,LT,Elektrénai
Mirzanagar,25.7726,85.3804,IN,Bihār
Rossmoor,33.7887,-118.0803,US,California
Nawanagar,25.3861,84.2069,IN,Bihār
North Wantagh,40.6983,-73.5086,US,New York
Bradwell,52.0500,-0.7870,GB,Milton Keynes
Bound Brook,40.5676,-74.5383,US,New Jersey
Berane,42.8400,19.8600,ME,Berane
Chalkari,23.7582,85.9557,IN,Jhārkhand
Kundiawa,-6.0167,144.9667,PG,Chimbu
Karsaut,26.1298,84.4825,IN,Bihār
An Cabhan,53.9910,-7.3601,IE,Cavan
Nazira,22.2180,88.2757,IN,West Bengal
Signal Hill,33.8030,-118.1681,US,California
Balzan,35.8981,14.4533,MT,Balzan
Skofja Loka,46.1672,14.3030,SI,Škofja Loka
La Riviera,38.5683,-121.3544,US,California
Bol,13.4600,14.7400,TD,Lac
Bhasaula Danapur,25.5509,85.0308,IN,Bihār
Oak Hills,45.5405,-122.8413,US,Oregon
Epalinges,46.5500,6.6667,CH,Vaud
La Junta,28.4778,-107.3317,MX,Chihuahua
Le Plessis-Bouchard,49.0028,2.2367,FR,Île-de-France
Sidney,48.6506,-123.3986,CA,British Columbia
Gurmia,25.8190,85.2295,IN,Bihār
Pontardulais,51.7100,-4.0400,GB,Swansea
Sagarpur,26.2306,86.0732,IN,Bihār
Bhadwar,25.5576,84.7559,IN,Bihār
Avanashipalaiyam,10.9696,77.4352,IN,Tamil Nādu
Paharpur,25.7225,86.6203,IN,Bihār
Chilon,17.1055,-92.2715,MX,Chiapas
Mahadipur,24.8566,88.1248,IN,West Bengal
Beauchamp,49.0139,2.1900,FR,Île-de-France
Sakaddi,25.5771,84.7554,IN,Bihār
Casapulla,41.0667,14.2833,IT,Campania
Leven,56.1950,-2.9942,GB,Fife
Halacho,20.4764,-90.0819,MX,Yucatán
Wilton Manors,26.1593,-80.1395,US,Florida
Le Portel,50.7067,1.5733,FR,Hauts-de-France
Vaucresson,48.8425,2.1528,FR,Île-de-France
Radstock,51.2930,-2.4480,GB,Bath and North East Somerset
Naifaru,5.4444,73.3657,MV,Faadhippolhu
Clawson,42.5367,-83.1504,US,Michigan
Sanniquellie,7.3622,-8.7061,LR,Nimba
Iarpur,22.2998,88.2994,IN,West Bengal
Weissenthurm,50.4144,7.4606,DE,Rhineland-Palatinate
Sibkund,25.3041,86.3990,IN,Bihār
Mariehamn,60.1000,19.9333,FI,Åland
Sandiacre,52.9230,-1.2910,GB,Nottinghamshire
Gaurdah,25.7097,86.5570,IN,Bihār
Qax,41.4225,46.9242,AZ,Qax
Pachrukhi,26.1593,84.4087,IN,Bihār
Fatehpur Bala,25.8338,85.6928,IN,Bihār
Hillcrest,35.3790,-118.9578,US,California
Shanhur,25.8604,32.7779,EG,Qinā
Groslay,48.9867,2.3444,FR,Île-de-France
Katridih,25.0829,85.6334,IN,Bihār
Jasauli Patti,26.4912,84.8818,IN,Bihār
Hazrat Shiura,25.5976,85.6119,IN,Bihār
Hadibu,12.6500,54.0167,YE,Arkhabīl Suquţrá
Cherry Creek,39.6094,-104.8645,US,Colorado
Ban Chang Phuak,18.8032,98.9811,TH,Chiang Mai
Suffern,41.1138,-74.1422,US,New York
Glastonbury,51.1485,-2.7140,GB,Somerset
Piedmont,37.8225,-122.2301,US,California
Perenchies,50.6681,2.9725,FR,Hauts-de-France
Rampur,25.9256,84.7468,IN,Bihār
Bonhill,55.9830,-4.5670,GB,West Dunbartonshire
Sant'Agnello,40.6294,14.3996,IT,Campania
Bucksburn,57.1770,-2.1750,GB,Aberdeen City
View Park-Windsor Hills,33.9955,-118.3483,US,California
Cullercoats,55.0330,-1.4330,GB,North Tyneside
Kahla,26.3747,84.5433,IN,Bihār
Nalikkalpatti,11.6021,78.1340,IN,Tamil Nādu
Saraunja,25.7690,86.5273,IN,Bihār
Tekpanja,22.2101,88.3088,IN,West Bengal
Torre Boldone,45.7167,9.7000,IT,Lombardy
Lohna,26.2314,86.2095,IN,Bihār
San Juan Ixcaquixtla,18.4500,-97.8167,MX,Puebla
Kandiyankovil,11.0147,77.4695,IN,Tamil Nādu
Akjoujt,19.7500,-14.3833,MR,Inchiri
Aucamville,43.6686,1.4306,FR,Occitanie
Evian-les-Bains,46.4006,6.5900,FR,Auvergne-Rhône-Alpes
Longford,53.7270,-7.7998,IE,Longford
Madhuban,25.8838,86.8176,IN,Bihār
Rye,50.9500,0.7300,GB,East Sussex
Gadaul,26.1287,86.2375,IN,Bihār
Magas,43.1667,44.8000,RU,Ingushetiya
North Lindenhurst,40.7072,-73.3859,US,New York
Amiawar,25.0405,84.3096,IN,Bihār
Cospicua,35.8822,14.5222,MT,Bormla
Chanp,26.1951,84.3900,IN,Bihār
Tataltepec de Valdes,16.3064,-97.5461,MX,Oaxaca
Dayr as Sanquriyah,28.4833,30.6500,EG,Al Minyā
Summit,41.7877,-87.8146,US,Illinois
Rezina,47.7333,28.9500,MD,Rezina
Loikaw,19.6742,97.2092,MM,Kayah State
Ville-la-Grand,46.2022,6.2469,FR,Auvergne-Rhône-Alpes
Hucclecote,51.8500,-2.1800,GB,Gloucestershire
Great Neck,40.8029,-73.7333,US,New York
Chak Pahar,25.7986,85.6218,IN,Bihār
Hetanpur,25.5821,85.5495,IN,Bihār
East Bakersfield,35.3832,-118.9743,US,California
Bedwas,51.5926,-3.2061,GB,Caerphilly
Paola,35.8728,14.5075,MT,Paola
Chak Habib,25.7238,85.8789,IN,Bihār
Lansdowne,39.9408,-75.2760,US,Pennsylvania
Northbrook,39.2467,-84.5796,US,Ohio
Montmelo,41.5547,2.2500,ES,Catalonia
Waipio,21.4143,-157.9966,US,Hawaii
Anenii Noi,46.8833,29.2167,MD,Anenii Noi
Brevik,59.3500,18.2000,SE,Stockholm
Reinosa,43.0019,-4.1378,ES,Cantabria
Little Ferry,40.8464,-74.0388,US,New Jersey
Strumica,41.4375,22.6431,MK,Strumica
Karuzi,-3.1000,30.1667,BI,Karuzi
Bakhra,26.0333,85.1000,IN,Bihār
Vinica,41.8828,22.5092,MK,Vinica
Azizpur Chande,25.7932,85.5945,IN,Bihār
Beni Abbes,30.0800,-2.1000,DZ,Béni Abbès
Brimington,53.2580,-1.3905,GB,Derbyshire
Chakla Waini,25.9081,85.6836,IN,Bihār
Probistip,41.9936,22.1767,MK,Probištip
Nijgaon Paranpur,25.1559,87.9732,IN,West Bengal
West Auckland,54.6318,-1.7210,GB,Durham
Sanwas,25.1795,85.7148,IN,Bihār
Amuru,2.8186,31.8642,UG,Amuru
Calarasi,47.2500,28.3000,MD,Călăraşi
Johvi,59.3575,27.4269,EE,Jõhvi
Kanyakulam,8.2012,77.4015,IN,Tamil Nādu
Pokhraira,26.0711,85.2034,IN,Bihār
Ahumada,30.6186,-106.5122,MX,Chihuahua
Birzebbuga,35.8256,14.5281,MT,Birżebbuġa
Pattanam,10.9808,77.0542,IN,Tamil Nādu
Lazaro Cardenas,28.3897,-105.6236,MX,Chihuahua
Atherstone,52.5787,-1.5462,GB,Warwickshire
Tokatippa,16.2836,81.5024,IN,Andhra Pradesh
Daskasan,40.5244,46.1069,AZ,Daşkəsən
Salinas,-34.7833,-55.8333,UY,Canelones
Kralendijk,12.1444,-68.2656,BQ,Bonaire
Gracanice,42.6000,21.2000,XK,Graçanicë
Westwood Lakes,25.7237,-80.3717,US,Florida
Bela Crkva,44.8975,21.4169,RS,Bela Crkva
Roatan,16.3230,-86.5370,HN,Islas de la Bahía
Timberlane,29.8781,-90.0303,US,Louisiana
Darby,39.9210,-75.2610,US,Pennsylvania
West Haverstraw,41.2063,-73.9884,US,New York
Ayotoxco de Guerrero,20.1000,-97.4000,MX,Puebla
Citrus,34.1160,-117.8891,US,California
Del Aire,33.9167,-118.3693,US,California
Kirundo,-2.5900,30.0900,BI,Kirundo
Al Mahwit,15.4694,43.5453,YE,Al Maḩwīt
Ada,45.8000,20.1333,RS,Ada
Jurbarkas,55.0833,22.7667,LT,Jurbarkas
Charuanwan,25.1348,85.6812,IN,Bihār
Siparia,10.1333,-61.5000,TT,Siparia
Trat,12.2417,102.5125,TH,Trat
Mellieha,35.9564,14.3664,MT,Mellieħa
Inwood,40.6219,-73.7506,US,New York
Haapsalu,58.9394,23.5408,EE,Haapsalu
Lascano,-33.6739,-54.2075,UY,Rocha
Potomac Park,35.3636,-118.9650,US,California
Sarnen,46.8961,8.2456,CH,Obwalden
Coamo,18.0765,-66.3638,PR,Puerto Rico
Phangnga,8.4644,98.5317,TH,Phangnga
Santana,0.2583,6.7417,ST,Cantagalo
Birzai,56.2000,24.7500,LT,Biržai
Choyr,46.3606,108.3650,MN,Govĭsümber
Ordubad,38.9081,46.0278,AZ,Ordubad
Bukomansimbi,-0.1667,31.6186,UG,Bukomansimbi
Olaine,56.7833,23.9333,LV,Olaine
Watervliet,42.7243,-73.7068,US,New York
Butha-Buthe,-28.7833,28.2333,LS,Butha-Buthe
Naftalan,40.5067,46.8250,AZ,Naftalan
Bududa,1.0100,34.3317,UG,Bududa
Woodlyn,39.8774,-75.3445,US,Pennsylvania
Altdorf,46.8667,8.6333,CH,Uri
Vilkaviskis,54.6500,23.0333,LT,Vilkaviškis
Samux,40.7700,46.4111,AZ,Samux
New Hyde Park,40.7323,-73.6858,US,New York
Richmond Heights,25.6347,-80.3721,US,Florida
Kwale,-4.1744,39.4603,KE,Kwale
La Massana,42.5444,1.5144,AD,La Massana
Birao,10.2940,22.7820,CF,Vakaga
Muyinga,-2.8500,30.3333,BI,Muyinga
Neves,0.3592,6.5517,ST,Lembá
Brookdale,40.8348,-74.1798,US,New Jersey
Nisporeni,47.0833,28.1833,MD,Nisporeni
Kuldiga,56.9667,21.9667,LV,Kuldīga
East Rockaway,40.6432,-73.6672,US,New York
Vrnjacka Banja,43.6236,20.8936,RS,Vrnjačka Banja
Nenagh,52.8632,-8.1995,IE,Tipperary
Mojkovac,42.9600,19.5800,ME,Mojkovac
West Perrine,25.6061,-80.3639,US,Florida
Hamrun,35.8861,14.4894,MT,Ħamrun
Blacklick Estates,39.9049,-82.8655,US,Ohio
Maywood,40.9025,-74.0634,US,New Jersey
Capitola,36.9773,-121.9537,US,California
Roslyn,40.1311,-75.1374,US,Pennsylvania
Kanjiza,46.0667,20.0500,RS,Kanjiža
Brentwood,40.3734,-79.9757,US,Pennsylvania
East Whittier,33.9244,-117.9887,US,California
Lake Hiawatha,40.8816,-74.3826,US,New Jersey
Nueva Ocotepeque,14.4333,-89.1833,HN,Ocotepeque
Castillos,-34.1989,-53.8575,UY,Rocha
Bauska,56.4083,24.1931,LV,Bauska
Wood-Ridge,40.8508,-74.0878,US,New Jersey
August,37.9797,-121.2625,US,California
Charter Oak,34.1025,-117.8564,US,California
Stonegate,39.5357,-104.8032,US,Colorado
Katakwi,1.9150,33.9550,UG,Katakwi
Bulisa,2.1217,31.4156,UG,Buliisa
Keansburg,40.4469,-74.1315,US,New Jersey
Jacinto City,29.7663,-95.2410,US,Texas
Lincoln Village,39.9532,-83.1314,US,Ohio
